picture,location_active,location_sec,active_hand_hs,secondary_hand_hs,tense_lax_active,tense_lax_sec
vnutrennij_frame1,,,14,,,
vnutrennij_frame2,,,14,,,
vnutrivennyj_frame2,,,1,,,
vnutri_frame1,,,14,69,,0
vnutri_frame2,,,14,69,,0
voda_frame2,,,144,,,
vodit' mashinu_frame1,,,2,2,,
vodit' mashinu_frame2,,,2,2,,
vodit'_frame1,,,7,7,,
vodka_frame2,,,136,,,
voennyj_frame1,,,1,,,
voevat'_frame1,,,87,87,,
vojlok_frame2,,,97,70,,
vojna_frame2,,,1,,,
vokrug_frame2,,,14,,,
vol'nye uprazhnenija_frame1,,,69,69,0,0
vol'nye uprazhnenija_frame2,,,69,69,0,0
volejbol_frame1,,,87,87,,
volk_frame1,,,136,,,
volnenie_frame1,,,136,136,,
volnenie_frame2,,,136,136,,
volosy_frame2,,,152,,,
volshebnyj_frame1,,,2,2,,
volshebnyj_frame2,,,97,97,,
volshebstvo_frame1,,,97,97,,
volshebstvo_frame2,,,97,97,,
vol_frame2,,,13,,,
vonjuchij_frame1,,,59,,,
vonjuchij_frame2,,,59,,,
voobrazhenie_frame1,,,87,87,,
vopit'_frame1,,,110,110,,
vopit'_frame2,,,110,110,,
voploszennyj_frame1,,,87,87,,
voploszennyj_frame2,,,87,87,,
voprosnik_frame1,,,71,71,,
voprosnik_frame2,,,71,71,,
vopros_frame2,,,115,,,
vorchat'_frame1,,,134,,,
vorchat'_frame2,,,135,,,
voronka; rastrub_frame1,,,69,69,,
voronka; rastrub_frame2,,,69,69,,
vorotnik_frame1,,,21,21,,
vorotnik_frame2,,,21,21,,
voshiszat'sja_frame2,,,87,87,,
voshiszenie_frame2,,,87,87,,
voshozhdenie_frame1,,,59,,,
voshozhdenie_frame2,,,59,,,
voshvalenie_frame1,,,76,69,,
voshvalenie_frame2,,,76,69,,
vosklicat'_frame2,,,110,110,,
voskresen'e_frame1,,,115,,,
vospol'zovat'sja preimuszestvom_frame1,,,152,,,
vosprijatie_frame1,,,87,87,,
vosprijatie_frame2,,,97,97,,
vosprinimat'_frame1,,,87,87,,
vosstanavlivat'_frame1,,,14,14,,
vosstanovlenie_frame1,,,14,14,,
vosstanovlenie_frame2,,,14,14,,
vosstavat'_frame1,,,2,2,,
vovlechennyj_frame1,,,73,69,,
vovlechennyj_frame2,,,73,69,,
vozbuzhdenie_frame1,,,91,91,,
vozbuzhdenie_frame2,,,87,87,,
vozderzhivat'sja_frame1,,,73,73,,
vozderzhivat'sja_frame2,,,73,73,,
vozduh_frame1,,,70,70,,
vozduh_frame2,,,70,70,,
vozdushnyj zmej_frame1,,,136,24,,
vozhdelenie_frame2,,,158,,,
vozljublennyj_frame1,,,71,,,
vozmestimyj_frame1,,,34,34,,
vozmozhno_frame1,,,1,1,,
vozmozhno_frame2,,,1,1,,
vozmozhnyj_frame1,,,1,1,,
voznesenie_frame1,,,71,71,,
voznesenie_frame2,,,71,71,,
voznestis'_frame2,,,38,71,,
voznikat'_frame1,,,14,,,
vozradovat'sja_frame2,,,71,71,,
vozrast_frame1,,,2,,,
vozrast_frame2,,,2,,,
vozrazhenie_frame1,,,18,18,,
vozrazhenie_frame2,,,18,18,,
vozrozhdenie_frame1,,,14,14,,
vozrozhdenie_frame2,,,14,14,,
vozrozhdennyj_frame1,,,15,15,,
vozrozhdennyj_frame2,,,71,71,,
vozvraszat'sja_frame2,,,14,14,,
vozvraszat'_frame2,,,14,14,,
vozvraszenie_frame1,,,14,14,,
vozvraszenie_frame2,,,14,14,,
vpadina_frame1,,,69,69,0,
vpadina_frame2,,,69,69,0,
vpechatljajuszij_frame2,,,100,,,
vperedi_frame1,,,3,3,,
vperedi_frame2,,,3,3,,
vpered_frame1,,,71,,,
vpered_frame2,,,71,,,
vpervye_frame1,,,14,2,,
vpityvat'_frame1,,,91,87,,
vpityvat'_frame2,,,92,87,,
vrag_frame1,,,69,,,
vrag_frame2,,,69,,,
vraszat'sja_frame1,,,14,14,,
vredit'_frame1,,,68,2,,
vredit'_frame2,,,68,2,,
vredonosnyj_frame1,,,69,70,,
vredonosnyj_frame2,,,69,70,,
vred_frame2,,,3,,,
vremennyj_frame2,,,14,,,
vsegda_frame1,,,14,,,
vsegda_frame2,,,14,,,
vsego_frame1,,,91,91,,
vsego_frame2,,,91,91,,
vselennaja_frame1,,,96,96,,
vselennaja_frame2,,,96,96,,
vsemoguszestvo_frame1,,,75,75,,
vsemoguszestvo_frame2,,,75,75,,
vsemoguszij_frame1,,,75,75,,
vsemoguszij_frame2,,,75,75,,
vsesil'nyj_frame2,,,75,75,,
vse_frame1,,,91,,,
vskruzhit' golovu_frame1,,,14,,,
vsluh_frame2,,,14,,,
vspyhivat'_frame1,,,1,1,,
vspyhivat'_frame2,,,158,158,,
vspyshka_frame1,,,1,1,,
vstavat'_frame1,,,69,69,,
vstavat'_frame2,,,69,69,,
vstavit'_frame1,,,137,69,,0
vstavit'_frame2,,,137,69,,0
vstrechat'sja_frame1,,,14,14,,
vstrechat'sja_frame2,,,14,14,,
vstupit'_frame1,,,15,15,,
vstupit'_frame2,,,15,15,,
vtorgat'sja_frame1,,,18,69,,
vtorgat'sja_frame2,,,18,69,,
vtorzhenie_frame1,,,87,87,,
vtorzhenie_frame2,,,87,87,,
vulkan_frame1,,,86,,,
vybirat'_frame1,,,144,69,,
vybirat'_frame2,,,144,69,,
vybory_frame1,,,96,69,,
vybory_frame2,,,96,69,,
vybyt'_frame1,,,59,69,,0
vybyt'_frame2,,,59,69,,0
vychitaemoe_frame1,,,14,71,,
vychitaemoe_frame2,,,14,71,,
vychitanie_frame2,,,14,,,
vychitat'_frame1,,,14,,,
vychitat'_frame2,,,14,,,
vydoh_frame2,,,76,,,
vydumannyj_frame2,,,14,,,
vydyhat'_frame1,,,87,,,
vygoda_frame2,,,144,,,
vyhodit'_frame1,,,59,69,,0
vyhodit'_frame2,,,59,69,,0
vyhodnye_frame2,,,1,1,,
vyhod_frame1,,,24,71,,
vyhod_frame2,,,75,71,,
vykapyvat'_frame1,,,69,,,
vykapyvat'_frame2,,,69,,,
vykidysh_frame1,,,69,69,,
vykidysh_frame2,,,69,69,,
vykljuchatel'_frame1,,,24,,,
vykljuchit' off_frame1,,,24,71,,
vykljuchit' off_frame2,,,24,71,,
vykljuchit'_frame1,,,34,76,,
vykljuchit'_frame2,,,34,76,,
vylety_frame2,,,69,69,,
vylivat'_frame1,,,140,140,,
vylivat'_frame2,,,140,140,,
vympel_frame1,,,16,24,,
vympel_frame2,,,111,24,,
vynoslivost'_frame1,,,71,,,
vynoslivost'_frame2,,,71,,,
vyplachivat'_frame2,,,24,,,
vypolnenie_frame2,,,69,70,,
vypuskat'_frame1,,,71,71,,
vypuskat'_frame2,,,71,71,,
vyraszivanie rastenij_frame1,,,69,69,,
vyraszivanie rastenij_frame2,,,69,69,,
vyraszivat' rastenija_frame1,,,69,69,,
vyraszivat' rastenija_frame2,,,69,69,,
vyrazhat'_frame1,,,75,75,,
vyrazhat'_frame2,,,75,75,,
vyshe_frame1,,,73,,,
vyshe_frame2,,,73,,,
vyshivanie krjuchkom_frame2,,,24,24,,
vyshivat'_frame1,,,152,152,,
vyshivka_frame1,,,152,152,,
vyshivka_frame2,,,152,152,,
vysokij; vysokoroslyj_frame1,,,30,30,,
vysokij; vysokoroslyj_frame2,,,30,30,,
vysokij_frame2,,,73,,,
vysokomernyj_frame1,,,69,,,
vysokomernyj_frame2,,,69,,,
vysota_frame1,,,14,,,
vysota_frame2,,,14,,,
vystavka_frame2,,,71,71,,
vysushivat'_frame2,,,1,1,,
vytirat'_frame2,,,1,,,
vyvod_frame1,,,141,141,,
vyvod_frame2,,,142,141,,
vyzdorovlenie_frame1,,,87,87,,
vyzdorovlenie_frame2,,,96,96,,
vyzhimat'_frame1,,,97,97,,
vyzhimat'_frame2,,,1,1,,
vyzyvat'_frame1,,,97,69,,
vyzyvat'_frame2,,,78,69,,
vzaimnyj_frame1,,,3,3,,
vzaimnyj_frame2,,,3,3,,
vzbivalka_frame1,,,24,69,,0
vzbivalka_frame2,,,24,69,,0
vzbivat'_frame1,,,24,136,,
vzbivat'_frame2,,,24,136,,
vzdragivat' rezko_frame1,,,144,144,,
vzdragivat' rezko_frame2,,,144,144,,
vzdyhat'_frame1,,,87,,,
vzdyhat'_frame2,,,87,,,
vzgljad_frame2,,,51,,,
vzgljanut'_frame2,,,51,,,
vzletat'_frame1,,,15,,,
vzletat'_frame2,,,111,,,
vzroslyj_frame1,,,1,,,
vzryvat'_frame1,,,76,69,,
vzryvat'_frame2,,,1,1,,
vzryv_frame1,,,2,2,,
vzryv_frame2,,,2,2,,
za iskljucheniem_frame1,,,1,1,,
zabastovka_frame2,,,2,2,,
zabava_frame2,,,69,,,
zabavnyj_frame1,,,69,69,,
zabavnyj_frame2,,,69,69,,
zabeg_frame1,,,115,115,,
zabeg_frame2,,,14,14,,
zablokirovat'_frame1,,,59,59,,
zabolet'_frame1,,,152,69,,0
zabolevanie_frame1,,,152,69,,0
zabotit'sja_frame1,,,97,97,,
zachatie_frame1,,,51,69,,
zadacha_frame1,,,144,144,,
zadanie_frame1,,,1,,,
zadanie_frame2,,,14,,,
zaderzhivat'_frame1,,,51,51,,
zaderzhivat'_frame2,,,51,51,,
zaderzhka_frame2,,,1,1,,
zadira_frame1,,,110,,,
zadira_frame2,,,51,,,
zadnij prohod_frame1,,,144,,,
zadnij_frame2,,,1,,,
zadolzhennost'_frame2,,,34,34,,
zaduvat'_frame1,,,97,,,
zaduvat'_frame2,,,87,,,
zadyhajuszijsja_frame1,,,87,,,
zadyhat'sja_frame1,,,69,69,,
zadyhat'sja_frame2,,,69,69,,
zaem_frame1,,,71,,,
zaem_frame2,,,1,,,
zafiksirovannyj_frame1,,,3,3,,
zafiksirovannyj_frame2,,,3,3,,
zagibat'_frame1,,,71,71,,
zagibat'_frame2,,,71,71,,
zagrjaznenie_frame1,,,87,87,,
zagrjaznenie_frame2,,,87,87,,
zagrjaznjat'_frame2,,,87,87,,
zahlopnut'_frame1,,,71,71,,
zahvatyvajuszij_frame2,,,87,87,,
zahvatyvat'_frame1,,,24,87,,
zahvatyvat'_frame2,,,87,24,,
zahvat_frame1,,,96,96,,
zahvat_frame2,,,1,1,,
zainteresovannyj_frame1,,,166,,,
zajac_frame2,,,34,34,,
zajavka_frame2,,,34,69,,
zajavljat'_frame2,,,14,14,,
zakazyvat'_frame1,,,24,,,
zakazyvat'_frame2,,,14,,,
zakaz_frame1,,,1,69,,
zakaz_frame2,,,14,69,,
zakljuchenie_frame1,,,2,69,,
zakljuchenie_frame2,,,2,87,,
zakon_frame1,,,96,96,,
zakon_frame2,,,96,96,,
zakruchivat'_frame1,,,14,14,,
zakruchivat'_frame2,,,14,14,,
zakrytyj_frame1,,,24,71,,
zakrytyj_frame2,,,24,71,,
zakryvat'_frame1,,,69,69,,
zakryvat'_frame2,,,69,69,,
zakusochnaja_frame1,,,3,3,,
zakusochnaja_frame2,,,69,69,,
zal_frame1,,,87,87,,
zamechanie_frame1,,,14,71,,
zamechanie_frame2,,,14,71,,
zamechat'_frame1,,,95,71,,
zamechat'_frame2,,,95,71,,
zamechatel'nyj_frame1,,,144,144,,
zamechatel'nyj_frame2,,,144,144,,
zamedljat'_frame1,,,24,1,,
zamedljat'_frame2,,,24,1,,
zamena_frame1,,,78,1,,
zamena_frame2,,,78,1,,
zamenjat'_frame1,,,1,1,,
zamorazhivanie_frame2,,,2,2,,
zamorazhivat'_frame1,,,1,1,,
zamorozhennyj_frame1,,,1,1,,
zamorozhennyj_frame2,,,1,1,,
zamorozit'_frame2,,,1,1,,
zamykanie_frame1,,,14,14,,
zamykanie_frame2,,,14,14,,
zanimat'sja_frame1,,,1,69,,
zanimat'sja_frame2,,,1,69,,
zanjatost'_frame1,,,69,69,,
zanjatost'_frame2,,,1,69,,
zapah_frame1,,,69,,,
zapasat'_frame1,,,1,69,,
zapasat'_frame2,,,1,69,,
zapechennyj_frame1,,,71,71,,
zapirat'_frame1,,,24,71,,
zapisyvat'_frame1,,,13,69,,
zapisyvat'_frame2,,,111,69,,
zapjataja_frame2,,,115,,,
zapletanie kosichek_frame2,,,24,24,,
zapolnjat'_frame2,,,141,141,,
zapomnit'_frame2,,,1,1,,
zaponka_frame2,,,135,1,,
zapozdalyj_frame1,,,71,69,,
zapreszat'_frame1,,,14,1,,
zapreszennyj_frame1,,,14,1,,
zapreszennyj_frame2,,,14,1,,
zapros_frame2,,,69,,,
zapugivat'_frame1,,,15,15,,
zarabatyvat'_frame2,,,78,69,,
zarazhat'_frame1,,,21,21,,
zaraznyj_frame2,,,21,21,,
zarplata_frame2,,,97,,,
zaslonka_frame1,,,73,73,,
zaslonka_frame2,,,73,73,,
zasluzhivat'_frame1,,,71,71,,
zasnut'_frame1,,,15,15,,
zasnut'_frame2,,,111,111,,
zasos_frame1,,,137,1,,
zasos_frame2,,,76,1,,
zastavljat'_frame1,,,14,,,
zastavljat'_frame2,,,14,,,
zastenchivost'_frame1,,,18,,,
zastenchivyj_frame2,,,18,,,
zastezhka-knopka_frame1,,,3,100,,
zastezhka-knopka_frame2,,,3,100,,
zastezhka-lipuchka_frame1,,,34,34,,
zasziszat'_frame1,,,1,1,,
zasziszat'_frame2,,,1,1,,
zaszita_frame2,,,1,1,,
zaszitnye ochki_frame1,,,21,21,,
zaszitnye ochki_frame2,,,24,24,,
zatem_frame1,,,73,73,0,0
zatjagivat'_frame2,,,18,18,,
zatjanut' _frame1,,,24,24,,
zavarnoj krem_frame1,,,92,69,,
zaverenie_frame1,,,125,125,,
zavershat'_frame2,,,69,69,,
zavershenie_frame1,,,71,71,,
zavesa_frame1,,,86,86,,
zavesa_frame2,,,86,86,,
zaviset'_frame1,,,21,21,,
zaviset'_frame2,,,21,21,,
zavisimost'_frame1,,,21,21,,
zavisimost'_frame2,,,21,21,,
zavisimyj_frame2,,,21,21,,
zavtra_frame2,,,3,,,
zazemlenie_frame1,,,14,14,,
zazemlenie_frame2,,,14,14,,
zazhigalka_frame1,,,7,,,
zazhigat'_frame2,,,18,18,,
zazubrina_frame1,,,21,69,,
zazubrina_frame2,,,21,69,,
zdanie_frame1,,,69,69,,
zdanie_frame2,,,69,69,,
zdes'_frame2,,,18,18,,
zdorov'e_frame1,,,97,97,,
zdorov'e_frame2,,,97,97,,
zdorovyj_frame1,,,97,97,,
zebra_frame2,,,87,87,,
zefir_frame2,,,100,100,,
zelyonyj_frame1,,,13,,,
zemletrjasenie_frame2,,,92,29,,
zemlja pochva_frame1,,,92,29,,
zemlja pochva_frame2,,,92,29,,
zerkalo_frame1,,,69,,,
zerkalo_frame2,,,69,,,
zerno_frame2,,,115,,,
zevat'_frame2,,,2,,,
zhabry_frame1,,,69,69,,
zhabry_frame2,,,69,69,,
zhadnost'_frame1,,,1,1,,
zhadnyj_frame2,,,2,2,,
zhaljuzi_frame1,,,38,38,,
zhaloba_frame1,,,51,51,,
zhaloba_frame2,,,51,51,,
zhalost'_frame1,,,1,,,
zhalovat'sja_frame1,,,34,34,,
zhalovat'sja_frame2,,,34,34,,
zharit'_frame1,,,69,69,,
zharit'_frame2,,,69,69,,
zhat'_frame1,,,135,135,,
zhat'_frame2,,,2,2,,
zhazhda_frame2,,,162,,,
zhazhduszij_frame1,,,110,69,,
zhelanie_frame2,,,79,,,
zhelannyj_frame2,,,158,158,,
zhelezo_frame1,,,34,34,,
zhelezo_frame2,,,34,34,,
zhele_frame2,,,87,87,,
zheludok_frame2,,,103,,,
zhena_frame1,,,152,69,,0
zhena_frame2,,,152,69,,0
zhenit'sja_frame1,,,152,69,,0
zhenszina_frame2,,,69,,,
zhertvoprinoshenie_frame1,,,96,96,,
zhestovyj jazyk_frame2,,,87,87,,
zhest_frame1,,,87,87,,
zheton_frame1,,,144,,,
zheton_frame2,,,144,,,
zhevat'_frame1,,,96,96,,
zhevat'_frame2,,,96,96,,
zhidkij_frame2,,,87,87,,
zhidkost'_frame2,,,87,87,,
zhiloe_frame1,,,69,,,
zhiraf_frame1,,,136,,,
zhiraf_frame2,,,136,,,
zhir_frame1,,,144,,,
zhir_frame2,,,144,,,
zhivoj_frame2,,,69,,,
zhivotnoe_frame2,,,98,98,,
zhivot_frame1,,,69,,,
zhizn'_frame1,,,69,,,
zhonglirovat'_frame2,,,95,95,,
zhulik_frame2,,,97,97,,
zhurnal_frame2,,,69,69,,
zhutkij_frame1,,,135,,,
zhutkij_frame2,,,135,,,
zhvachka_frame1,,,152,,,
zhvachka_frame2,,,152,,,
zhyoltyj_frame1,,,30,30,,
zlost'_frame2,,,2,,,
zlo_frame2,,,2,,,
znachit'_frame2,,,92,87,,
znachok_frame2,,,152,,,
znakomit'_frame1,,,78,78,,
znanie_frame1,,,14,,,
znanie_frame2,,,14,,,
zolotoj_frame2,,,24,,,
zoloto_frame1,,,14,,,
zona_frame1,,,87,,,
zoopark_frame1,,,21,,,
zoopark_frame2,,,21,,,
zrelost'_frame2,,,24,,,
zubnaja szyotka_frame2,,,14,,,
zuby_frame1,,,21,,,
zuby_frame2,,,21,,,
zud_frame2,,,100,69,,0
zvezda_frame1,,,34,34,,
zvuk_frame1,,,155,155,,
